data,mandante,visitante,gols_mandante_partida,gols_visitante_partida,resultado,gols_mandante_primeiro_tempo,gols_visitante_primeiro_tempo,resultado_primeiro_tempo,chutes_mandante,chutes_visitante,chutes_no_gol_mandante,chutes_no_gol_visitante,escanteios_mandante,escanteios_visitante,faltas_cometidas_mandante,faltas_cometidas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,escanteios_partida,gols_partida,total_cartões_mandante,total_cartões_visitante,total_cartoes_partida
15/10/16,Köln,Ingolstadt,2,1,Vitória Mandante,2,0,H,15,9,3,1,5,3,27,24,3,3,0,0,8,3,3,3,6
15/10/16,Hoffenheim,Freiburg,2,1,Vitória Mandante,1,0,H,14,13,4,6,8,5,18,15,2,3,0,0,13,3,2,3,5
15/10/16,M'Gladbach,Hamburg,0,0,Empate,0,0,D,22,5,4,0,10,3,10,16,2,4,0,1,13,0,2,5,7
15/10/16,Werder Bremen,Leverkusen,2,1,Vitória Mandante,1,1,D,11,13,5,6,0,2,10,15,2,2,0,0,2,3,2,2,4
16/10/16,Mainz 05,Darmstadt,2,1,Vitória Mandante,1,0,H,13,12,5,4,7,7,19,19,3,1,0,0,14,3,3,1,4
16/10/16,Wolfsburg,RB Leipzig,0,1,Vitória Visitante,0,0,D,10,13,2,6,7,4,21,18,2,1,0,0,11,1,2,1,3
21/10/16,Hamburg,Eint Frankfurt,0,3,Vitória Visitante,0,1,A,3,13,0,4,0,2,16,9,0,4,1,0,2,3,1,4,5
22/10/16,Bayern Munich,M'Gladbach,2,0,Vitória Mandante,2,0,H,17,3,5,0,8,1,4,11,0,1,0,0,9,2,0,1,1
22/10/16,Darmstadt,Wolfsburg,3,1,Vitória Mandante,1,0,H,9,9,5,1,1,4,17,14,0,2,0,1,5,4,0,3,3
22/10/16,Freiburg,Augsburg,2,1,Vitória Mandante,0,0,D,12,14,5,6,0,1,7,10,1,0,0,0,1,3,1,0,1
22/10/16,Hertha BSC,Köln,2,1,Vitória Mandante,1,0,H,13,10,7,2,4,5,8,16,2,1,0,0,9,3,2,1,3
22/10/16,Ingolstadt,Dortmund,3,3,Empate,2,0,H,12,24,7,10,2,8,19,13,0,1,0,0,10,6,0,1,1
22/10/16,Leverkusen,Hoffenheim,0,3,Vitória Visitante,0,1,A,6,14,1,8,5,3,6,17,0,1,1,0,8,3,1,1,2
23/10/16,RB Leipzig,Werder Bremen,3,1,Vitória Mandante,1,0,H,22,7,6,3,6,5,18,10,4,3,0,0,11,4,4,3,7
23/10/16,Schalke 04,Mainz 05,3,0,Vitória Mandante,1,0,H,11,10,5,4,3,3,16,16,2,3,0,0,6,3,2,3,5
28/10/16,M'Gladbach,Eint Frankfurt,0,0,Empate,0,0,D,7,6,2,1,3,6,19,15,1,2,0,0,9,0,1,2,3
29/10/16,Augsburg,Bayern Munich,1,3,Vitória Visitante,0,2,A,7,16,3,8,4,10,14,6,2,0,0,0,14,4,2,0,2
29/10/16,Darmstadt,RB Leipzig,0,2,Vitória Visitante,0,0,D,4,11,0,4,2,6,13,16,4,2,0,0,8,2,4,2,6
29/10/16,Dortmund,Schalke 04,0,0,Empate,0,0,D,9,8,1,2,1,4,14,21,4,4,0,0,5,0,4,4,8
29/10/16,Mainz 05,Ingolstadt,2,0,Vitória Mandante,0,0,D,17,5,8,2,5,0,14,8,1,0,0,1,5,2,1,1,2
29/10/16,Werder Bremen,Freiburg,1,3,Vitória Visitante,0,2,A,14,13,4,5,4,4,25,23,1,3,0,0,8,4,1,3,4
29/10/16,Wolfsburg,Leverkusen,1,2,Vitória Visitante,1,0,H,6,18,2,6,1,4,15,17,1,3,0,0,5,3,1,3,4
