clube,data,rodada,local,resultado,gols_marcados,gols_sofridos,oponente,posse,gols_partida,escudo
Sampdoria,2021-03-21,28,Em casa,V,1,0,Torino,37,1,
Sampdoria,2021-03-14,27,Visitante,D,1,3,Bologna,56,4,
Sampdoria,2021-03-07,26,Em casa,E,2,2,Cagliari,52,4,
Sampdoria,2021-03-03,25,Visitante,E,1,1,Genoa,49,2,
Sampdoria,2021-02-28,24,Em casa,D,0,2,Atalanta,45,2,
Sampdoria,2021-02-20,23,Visitante,D,0,1,Lazio,44,1,
Sampdoria,2021-02-14,22,Em casa,V,2,1,Fiorentina,50,3,
Sampdoria,2021-02-07,21,Visitante,E,1,1,Benevento,64,2,
Sampdoria,2021-01-30,20,Em casa,D,0,2,Juventus,39,2,
Sampdoria,2021-01-24,19,Visitante,V,2,0,Parma,49,2,
Sampdoria,2021-01-16,18,Em casa,V,2,1,Udinese,54,3,
Sampdoria,2021-01-11,17,Visitante,D,1,2,Spezia,44,3,
Sampdoria,2021-01-06,16,Em casa,V,2,1,Inter,37,3,
Sampdoria,2021-01-03,15,Visitante,D,0,1,Roma,37,1,
Sampdoria,2020-12-23,14,Em casa,D,2,3,Sassuolo,47,5,
Sampdoria,2020-12-19,13,Em casa,V,3,1,Crotone,43,4,
Sampdoria,2020-12-16,12,Visitante,V,2,1,Hellas Verona,45,3,
Sampdoria,2020-12-13,11,Visitante,D,1,2,Napoli,34,3,
Sampdoria,2020-12-06,10,Em casa,D,1,2,Milan,39,3,
Sampdoria,2020-11-30, 9,Visitante,E,2,2,Torino,47,4,
Sampdoria,2020-11-22, 8,Em casa,D,1,2,Bologna,45,3,
Sampdoria,2020-11-07, 7,Visitante,D,0,2,Cagliari,44,2,
Sampdoria,2020-11-01, 6,Em casa,E,1,1,Genoa,54,2,
Sampdoria,2020-10-24, 5,Visitante,V,3,1,Atalanta,35,4,
Sampdoria,2020-10-17, 4,Em casa,V,3,0,Lazio,52,3,
Sampdoria,2020-10-02, 3,Visitante,V,2,1,Fiorentina,35,3,
Sampdoria,2020-09-26, 2,Em casa,D,2,3,Benevento,40,5,
Sampdoria,2020-09-20, 1,Visitante,D,0,3,Juventus,34,3,
Hellas Verona,2021-05-23,38,Visitante,E,1,1,Napoli,46,2,https://d2p3bygnnzw9w3.cloudfront.net/req/202105061/tlogo/fb/0e72edf2.png
Hellas Verona,2021-05-17,37,Em casa,E,2,2,Bologna,51,4,
Hellas Verona,2021-05-13,36,Visitante,D,1,2,Crotone,62,3,
Hellas Verona,2021-05-09,35,Em casa,E,1,1,Torino,57,2,
Hellas Verona,2021-05-01,34,Em casa,E,1,1,Spezia,47,2,
Hellas Verona,2021-04-25,33,Visitante,D,0,1,Inter,51,1,
Hellas Verona,2021-04-20,32,Em casa,D,1,2,Fiorentina,65,3,
Hellas Verona,2021-04-17,31,Visitante,D,1,3,Sampdoria,51,4,
Hellas Verona,2021-04-11,30,Em casa,D,0,1,Lazio,44,1,
Hellas Verona,2021-04-03,29,Visitante,V,2,0,Cagliari,51,2,
Hellas Verona,2021-03-21,28,Em casa,D,0,2,Atalanta,53,2,
Hellas Verona,2021-03-13,27,Visitante,D,2,3,Sassuolo,59,5,
Hellas Verona,2021-03-07,26,Em casa,D,0,2,Milan,53,2,
Hellas Verona,2021-03-03,25,Visitante,V,3,0,Benevento,49,3,
Hellas Verona,2021-02-27,24,Em casa,E,1,1,Juventus,44,2,
Hellas Verona,2021-02-20,23,Visitante,E,2,2,Genoa,50,4,
Hellas Verona,2021-02-15,22,Em casa,V,2,1,Parma,51,3,
Hellas Verona,2021-02-07,21,Visitante,D,0,2,Udinese,54,2,
Hellas Verona,2021-01-31,20,Visitante,D,1,3,Roma,51,4,
Hellas Verona,2021-01-24,19,Em casa,V,3,1,Napoli,48,4,
Hellas Verona,2021-01-16,18,Visitante,D,0,1,Bologna,52,1,
Hellas Verona,2021-01-10,17,Em casa,V,2,1,Crotone,45,3,
Hellas Verona,2021-01-06,16,Visitante,E,1,1,Torino,55,2,
Hellas Verona,2021-01-03,15,Visitante,V,1,0,Spezia,47,1,
Hellas Verona,2020-12-23,14,Em casa,D,1,2,Inter,40,3,
Hellas Verona,2020-12-19,13,Visitante,E,1,1,Fiorentina,39,2,
Hellas Verona,2020-12-16,12,Em casa,D,1,2,Sampdoria,55,3,
Hellas Verona,2020-12-12,11,Visitante,V,2,1,Lazio,42,3,
